,title,price,link
10,"HP 245 G9 AMD Processor Ryzen 3 3250U Dual Core - (8 GB/512 GB SSD/DOS) 841W7PA Thin and Light Laptop (14 inch, Silver, 1.47 kg)  ","25,440",https://amazon.in//HP-245-G9-Processor-Ryzen/dp/B0CRDSC9CC/ref=sr_1_126?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.GeIc5KKZudlFS8eUoOR0RyUhXann5WEujGaLtUQjNozM4VW5BGv-9-HCmbAcoJZyJG91W55iK1RSxaYfk437xO2_iEgC1BT9Ouc5OkG1V4ryPCxeSiyb6V4R1ysxJaR2qsipwJgACggaaAghDou_u76lf41wmqayKgAYDSmTKQpLiz-LbGtTJ_0c9wh_4tAWIRF8dembhl1H5mX2WDrbZ5wnAmnVuKSHmP9nffQt2I0.lzrVbYeSBVBADp-V7hfq5z-mT338WUnLLECXXsK4ygE&dib_tag=se&keywords=laptop&qid=1725790996&sprefix=lapt%2Caps%2C403&sr=8-126
11,"HP Laptop 15s, AMD Ryzen 5 5500U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon graphics, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.69 kg), eq2223AU  ","36,490",https://amazon.in//HP-15-6-inch-Graphics-Speakers-eq2223AU/dp/B0BZYTVPR2/ref=sr_1_223?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.9BfeDPqCLBftPEjqkrRVwaocQVanhYqtiZsRnJro9Q-TgPNXhSOLVzEoQWmTXuX85_tkasRi3BY0rVph6YMrwehDzGv371YyUZ7_Ttrco7EmVIA-iZoiwZSgDQWiQTLfFWNDWCNPxq0pWD7NxlhDAaKD650HrvC48jq8rMFru-S4baUQZHewuGp8hoEQSoYbj5sgcqQ1rp7QnXO3k1NyOWGWG1DO3HBnEgWOjlL91Lo.SQlYMOYEOGAwi1azxQ6gL75icjiH6AoATWGenS3AP4Q&dib_tag=se&keywords=laptop&qid=1725791067&sprefix=lapt%2Caps%2C403&sr=8-223
12,"(Refurbished) DELL Latitude 5490 Core i5 7th Gen Laptop, 16 GB RAM, 1TB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim  ","23,500",https://amazon.in//Renewed-Latitude-Graphics-Windows-Upgraded/dp/B0BLVWY1BC/ref=sr_1_277?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.9dDy7SOj3BcxxiheQs7Wj7tofU7BqgS7kZn-rcFGnYZ8os-uEnbiMLPm4uuC-c7HsVWa3avi2aGI4KXmQHMwDjJBD3NSIg1CfmhvbUCc-2Cn2jrS90rQyK-p69pZFuBH_hMbNSrg28M3H7uFrxdeig_025C9DUjhapeWYh8ndZdKWCjpekADFk5SUQZiqknO-sUs1UVA3W-VrD8WrnuAI6PnsZed_1aOoWNnMr9JBxw.zVlKiKwIWrxDsXmyxRnw5CEn-jO9V-GbkQ0KzM5RwSs&dib_tag=se&keywords=laptop&qid=1725791116&sprefix=lapt%2Caps%2C403&sr=8-277
13,"Dell Inspiron 3530 Thin & Light Laptop, 13th Gen Intel Core i3-1305U/8GB/512GB SSD/15.6"" (39.62cm) 120Hz Refresh Rate on a FHD IPS Display/Windows 11 + MSO'21+McAfee 15 Month/Carbon Black/1.62kg  ","40,990",https://amazon.in//Dell-Inspiron-3530-i3-1305U-Comfortview/dp/B0C4ZM63RP/ref=sr_1_183?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.re2YMn41qCcsFjFYiyLgshKYkEwanSiX3DZNFiWXvlyy62XJYLdrcQl-pFPOunqlVzWmeJ3-UPhA8Jj7CDio4hpwkESNtLNMRFRPnr0qiXPJ_aPzdxuIbQg4BD2JWC4cUASnqGOWvelh6socLBoCr-RskhhBBQGIu-SMSigaSQVWpqWCdjOLRZ5g-UhWr_VRvuOQxgNp6f0eBWITumYdqEei1u4Q2_0AZRi3mQ1LtxQ.AQEJxEe9kkYGaGjleyROcrHXXTSkVVhxJVfE7Z4DO6Y&dib_tag=se&keywords=laptop&qid=1725791032&sprefix=lapt%2Caps%2C403&sr=8-183
14,"HP Laptop 14, Intel Core i5-1335U, 14-inch(35.6 cm),FHD,Anti-glare,16GB DDR4,512GB SSD,Intel Iris X graphics, Imagepad,Dual speakers, Windows 11,MSO,Silver,1.4 kg, 14-gr0001TU  ","62,999",https://amazon.in//HP-i5-1335U-Anti-glare-graphics-14-gr0001TU/dp/B0D9JVGP6P/ref=sr_1_305?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.XtBGdxVRPSztlojdUWGoXDUOqGyxH68FdN1yxuYkqJgLD7NdFGKotDnizLqPyJZZP4aRjxCCbDJ9jDiUa65z73Zfeo2tFQHJrZDturIkbx3a1CcQpooGR08SI1f34JncpB4odc2a0seIGXSICPBVqvm7mfliKKctxcCyfRZQ4V724SLIMaDP7ve1Fc9qCzwPenabAzyqrAG9IPBeq5v9viJSc2Zoe2MMlEJZmhxWVjg.Fdcbq6TOiEXo4UDa8vN8d572DomVWBZtxWghSjjqHpM&dib_tag=se&keywords=laptop&qid=1725791128&sprefix=lapt%2Caps%2C403&sr=8-305
15,"Lenovo ThinkPad E14 Intel Core i5 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Office 2021/Backlit Keyboard/FPR/Black/1.41 kg), 21JKS0UA00  ","71,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyNTM3NzEwMTgxODc2MTc3OjE3MjU3OTA4ODQ6c3BfbXRmOjMwMDE0ODEwMDgyOTMzMjo6MDo6&url=%2FLenovo-ThinkPad-E14-Keyboard-21JKS0UA00%2Fdp%2FB0CSYS3TPS%2Fref%3Dsr_1_12_sspa%3Fcrid%3D31O7TOIT00HGT%26dib%3DeyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TCtWhWnTuUSWK7gkdgH0aohxm1fEl1kRPycwN6j8cBIazSFXu7tJlimt0vU-z4vhcSKE9S6we1MEOlPSP3RGUBBj_IzOmnRsdRt6eMr_peOPhdobu4Y9pimozJZsyGZshh5S7Q4ZdgILRxckSBaSWK0xFqp-rNEV510eX6aUROX4T-FjVJoRCVHuVkMTIKeJBkQzZrQAkCn4ZV6_5tDZa80.cKTFgcoCqgzXMt28Sc6MtsgEFPeKjnCqZZOa5e4i3W4%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725790884%26sprefix%3Dlapt%252Caps%252C403%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
16,"ASUS Vivobook Go 14 (2023), AMD Ryzen 5 7520U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.38 kg), E1404FA-NK547WS  ","40,990",https://amazon.in//ASUS-Vivobook-14-inch-Windows-E1404FA-NK547WS/dp/B0CD49SK4N/ref=sr_1_93?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.rGdf6sz14b0Hyak-3BsVaQ_2Wvk6zKUkiJyA7V0QDvw3YPrn7-bDaI164aXo2KvQY6ibpt5N3Zi830zCdboaYTGRQY-XhgChAhlb9uTgVYQ9oMREkKx5LVc1pDRsGmQEub38bMoxyodvLK7vx_7BFZZ_aJYiUdwHyGQkAa4It_4ZPSFF9PGA5k6HBEgs7fUWT49uAcX5BQRJquxfR9WZlZM1s8m1IN1v1gKDlxRTsI8.VYtTiEALtF0jrRwUvmKd4n6omCMYf7P7QH6_L0KueeM&dib_tag=se&keywords=laptop&qid=1725790979&sprefix=lapt%2Caps%2C403&sr=8-93
17,"MSI Modern 14, Intel 11th Gen. i5-1155G7, 35CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe Graphics/Classic Black/1.4Kg), C11M-029IN  ","40,990",https://amazon.in//MSI-i5-1155G7-Windows-Graphics-C11M-029IN/dp/B0BQBP6Y6Q/ref=sr_1_187?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.re2YMn41qCcsFjFYiyLgshKYkEwanSiX3DZNFiWXvlyy62XJYLdrcQl-pFPOunqlVzWmeJ3-UPhA8Jj7CDio4hpwkESNtLNMRFRPnr0qiXPJ_aPzdxuIbQg4BD2JWC4cUASnqGOWvelh6socLBoCr-RskhhBBQGIu-SMSigaSQVWpqWCdjOLRZ5g-UhWr_VRvuOQxgNp6f0eBWITumYdqEei1u4Q2_0AZRi3mQ1LtxQ.AQEJxEe9kkYGaGjleyROcrHXXTSkVVhxJVfE7Z4DO6Y&dib_tag=se&keywords=laptop&qid=1725791032&sprefix=lapt%2Caps%2C403&sr=8-187
18,"ASUS Vivobook 15, Intel Core i5-1235U 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office 2021/Backlit Keyboard/Quiet Blue/1.7 kg), X1504ZA-NJ521WS  ","43,990",https://amazon.in//ASUS-Vivobook-i5-1235U-Keyboard-X1504ZA-NJ521WS/dp/B0C8K26BK8/ref=sr_1_249?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.za3aHapoAb-4c29wq-klGLSm58juAMWkAzIR8rz8zya_S_ecZvrR7occinPnuJqqJKDZMvXqlJlomdgjWpOzW4uhtc8BXZIxHRJc8RSqlJNuHPKHfpx94jKsym6d4czo-yxgrnYzMjZYtOvNA6Db1aQOKxOywOdRpVd9e2qnO19OGqH80SxtBcsY7wTwYlawTnSjSNd8PKv0qAn-H9gXqyI79xB4TOSMQBbcri9c8Co.Yr1ehOYtGDwkgYWcN9f2AA0VLvvAgAgWMMFxKZJ6Wcg&dib_tag=se&keywords=laptop&qid=1722953404&sprefix=lapt%2Caps%2C403&sr=8-249
19,"Chuwi HeroBook Pro 14.1'' Intel Celeron N4020 Laptop with 8GB RAM, 256GB SSD, Windows 11, 1TB Expand, FHD IPS, Ultra Slim, USB3.0, Mini-HDMI, Webcam  ","16,990",https://amazon.in//Chuwi-HeroBook-Pro-Celeron-Mini-HDMI/dp/B0D9RXH8X5/ref=sr_1_8?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TCtWhWnTuUSWK7gkdgH0aohxm1fEl1kRPycwN6j8cBIazSFXu7tJlimt0vU-z4vhcSKE9S6we1MEOlPSP3RGUBBj_IzOmnRsdRt6eMr_peOPhdobu4Y9pimozJZsyGZshh5S7Q4ZdgILRxckSBaSWK0xFqp-rNEV510eX6aUROX4T-FjVJoRCVHuVkMTIKeJBkQzZrQAkCn4ZV6_5tDZa80.cKTFgcoCqgzXMt28Sc6MtsgEFPeKjnCqZZOa5e4i3W4&dib_tag=se&keywords=laptop&qid=1725790884&sprefix=lapt%2Caps%2C403&sr=8-8
20,"ASUS Vivobook 15, Intel Core i5-12500H 12th Gen, Thin and Light Laptop, 15.6"" (39.62 cm) FHD, (8 GB RAM/512GB SSD/Windows11/Office 2021/Backlit/42WHr/Silver/1.70 kg), X1502ZA-EJ524WS  ","47,990",https://amazon.in//ASUS-Vivobook-i5-12500H-Backlit-X1502ZA-EJ524WS/dp/B0CCP83BK2/ref=sr_1_35?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.pgwxnnn8oKaiukHbglrzfQfympBGeyZIPayBy8xYokrXDkfYXrpGn5PUW4zjYrCbKE8REGp0VEV0qWUnnH78oV3qyhZL1K_YAssahhSr5FQKNyof-u7r1li1bIuQ5YVzsx-_Fp-OyaZIyq04nTKT8qC1oZiVSfQyQtDMEvHYWwrlPhNqGkuxkuQbC9IMto4NwB1TJCLQacmRyAMFhrFBgFn0NXMLDfNaCT8wF_3vRWM.iU-InOZHqbTybnOASXvwBT-rpwa5dwReZWXXUAD6GU0&dib_tag=se&keywords=laptop&qid=1725790945&sprefix=lapt%2Caps%2C403&sr=8-35
21,"(Refurbished) Dell Precision 7520 Intel Core i7 - 7920HQ Quad Core Processor 7th Gen, 8 GB Ram & 512 GB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M2200 (4GB Graphic Card) Laptop  ","49,590",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3ODI5NTIyOTQyMTY3NDI4OjE3MjU3OTEwNjc6c3BfbXRmOjMwMDE0ODUzNDg3NjIzMjo6MDo6&url=%2FRefurbished-Dell-Precision-7520-Intel%2Fdp%2FB0CXX3JRDR%2Fref%3Dsr_1_219_sspa%3Fcrid%3D31O7TOIT00HGT%26dib%3DeyJ2IjoiMSJ9.9BfeDPqCLBftPEjqkrRVwaocQVanhYqtiZsRnJro9Q-TgPNXhSOLVzEoQWmTXuX85_tkasRi3BY0rVph6YMrwehDzGv371YyUZ7_Ttrco7EmVIA-iZoiwZSgDQWiQTLfFWNDWCNPxq0pWD7NxlhDAaKD650HrvC48jq8rMFru-S4baUQZHewuGp8hoEQSoYbj5sgcqQ1rp7QnXO3k1NyOWGWG1DO3HBnEgWOjlL91Lo.SQlYMOYEOGAwi1azxQ6gL75icjiH6AoATWGenS3AP4Q%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725791067%26sprefix%3Dlapt%252Caps%252C403%26sr%3D8-219-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
22,"ASUS VivoBook 15 (2022), Intel®Core i3-1215U 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (8GB/512 SSD//Windows 11/Office 2021//Backlit KB/Icelight Silver/1.7 kg), X1502ZA-EJ322WS  ","34,990",https://amazon.in//ASUS-VivoBook-Intel%C2%AECoreTM-i3-1215U-X1502ZA-EJ322WS/dp/B0BTVMBLZC/ref=sr_1_237?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.cF0yJL9ja4jCKliKXvVchPDYhV3nev5gMpgWbXinSycnt3FFCZ0CnRa6fTOEvTk8tkQWge3asUkbYq5zuaExKGuoBVRZKqjQsdYLohjnYkmu1y5IJy0jSso3Fe74KYRNbwBJxmhJd1yZdVFkpAXU0b2C_eac7c-D29oZw6PRzeg4hHTMezKPTZq0pmDApAwXXEt6SXOXyORLZ8zb-Kscb7CeKBPLvr_7_D29Oo5URhk.hlvwhP1IED-xJ62h-Z9XCP-EvryQRX1qB__I1gf1qv8&dib_tag=se&keywords=laptop&qid=1725791077&sprefix=lapt%2Caps%2C403&sr=8-237
23,"Acer Aspire 3 Intel Core i3-1215U Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (8 GB RAM/512 GB SSD/Wifi 6/Intel Graphics/Win11 Home/65W) A324-51, Steel Gray, 1.45KG  ","29,690",https://amazon.in//Acer-i3-1215U-Processor-LED-Backlit-A324-51/dp/B0D817J16G/ref=sr_1_266?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.0JGBPCd9_6fgTmzKWwYol8y0xnDwCeHBY4u8IXaGPS8FzFB5zuBmmFT63kiwG3dOQKleTp72bEPggJEuURtODDjYOTXRxIfFJka9FAmOjEENqIiG38rMY17klClam-2MvVvMGfDIVQB0r8rj1vtnFAFG7D_sfVYk1o7BUmFmOaBHIBS6PpRxfbQvEOXu0SJWck3pIStFwWrQo8ej3lYHVo_RREol9iyd2qiXkN--ED4.CMBDlZaUTeUiua3nXcdcvRT_SZcpNZKONn-F8MF0P10&dib_tag=se&keywords=laptop&qid=1725791101&sprefix=lapt%2Caps%2C403&sr=8-266
24,"Acer Aspire Lite 12th Gen Intel Core i7-1255U Premium Metal Laptop (Win11 Home/16 GB RAM/1 TB SSD/MS Office) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Backlit Keyboard, Steel Gray, 1.59KG  ","58,990",https://amazon.in//Acer-i7-1255U-Premium-AL15-52-Keyboard/dp/B0D4VPTMD5/ref=sr_1_297?crid=31O7TOIT00HGT&dib=eyJ2IjoiMSJ9.XtBGdxVRPSztlojdUWGoXDUOqGyxH68FdN1yxuYkqJgLD7NdFGKotDnizLqPyJZZP4aRjxCCbDJ9jDiUa65z73Zfeo2tFQHJrZDturIkbx3a1CcQpooGR08SI1f34JncpB4odc2a0seIGXSICPBVqvm7mfliKKctxcCyfRZQ4V724SLIMaDP7ve1Fc9qCzwPenabAzyqrAG9IPBeq5v9viJSc2Zoe2MMlEJZmhxWVjg.Fdcbq6TOiEXo4UDa8vN8d572DomVWBZtxWghSjjqHpM&dib_tag=se&keywords=laptop&qid=1725791128&sprefix=lapt%2Caps%2C403&sr=8-297
